12.913	1
12.bordeaux	1
12.even	1
12.the	1
120,000	4
1200	1
121.35	3
1215	1
122	2
122.340	1
122.60	1
122.70	3
122.75	1
122.77	2
123	3
123.46	1
123.48	6
124	1
124.29/34	1
125-mile	1
126	1
126.37	1
126.70/80	1
126.90	1
127	2
127.00	1
127.06	1
127.06.one	1
127.18	1
127.26	1
127.34/36	1
127.40	1
127.46	1
127.48	1
128	3
129	1
129.70	1
12attendance	1
12efes	1
12villeurbanne	1
13	24
13,010	1
13-ibrahim	2
13-point	1
13.1	3
13.42	1
13.5	1
13.but	2
13.nov.08	1
130-140	1
1300	3
131.24	1
131.65	1
131.80	1
133	1
133.12	2
1330	1
135,000	1
135-145	1
138.8	1
139.7	1
14	12
14,039	1
14,087	1
14,415	1
14,700	1
14-franck	1
14-gary	1
14.74	1
140	3
140,000	1
140-point	2
1400	2
141,853	1
1415	3
142,243	1
1423	1
1430	1
1440	3
1444	1
145,000	1
149,619	2
149.8	1
15	28
15,000	2
15,012	1
15,012of	1
15,500	1
15-june	1
15-lilian	2
15-member	1
15-stefan	1
15.2	1
15.6	1
15.60	1
15.76	1
150	1
1500	4
151,586	3
151.89	1
152	1
152,727	1
152,875	2
153,796	3
155	1
155turnover	1
156	1
156,889	1
157	3
157,209	1
158,494	2
15attendance	1
16	5
16-fabien	2
16-jurgen	1
16.0	4
16.27	1
16.4	1
16.7	1
16.8	2
160-170	1
160-seat	1
1600	2
163	2
1630	1
164,076	1
1640	1
165	1
165.9	1
166	1
1666.3/7.3	1
167	1
168.4	1
17	13
17,937	1
17-henrik	1
17-marc	1
17.0	1
17.07	1
17.1	2
17.4	1
17.6	1
17.800	1
1705	1
171	16
175-km	1
177.7	2
178.10	1
1785	1
179.10	1
1798	1
17th-placed	1
18	17
18,357	2
18.05	1
18.3	1
18.6	1
18.8	1
180	2
180,528	1
181	1
182,000	1
1830	1
184	1
185	2
185.44	1
186	1
188	1
188.50	2
1885	1
18th	2
19	10
19,024	1
19,500	1
19-christophe	2
19.04	4
19.4	3
190	1
190.3	1
191,942	2
192	2
193	2
193.50	1
1937	3
1944	2
1946	1
1946.the	1
1954	1
196-seat	1
197.5	1
1978	2
1980	1
1980s	1
1984	2
1986.legal	1
1987	1
1988	4
1989-1992	1
199	1
199-208	1
1991	1
1991.while	1
1992	4
1993	6
1993.le	2
1994	5
1994.one	1
1995	27
1995.as	1
1995.beffa	1
1995.but	1
1995.christian	1
1995.eridania	2
1995.geographically	1
1995.in	1
1995.psa	1
1995.renault	1
1995.the	1
1995/96	2
1996	119
1996.agpm	1
1996.but	2
1996.for	2
1996.it	1
1996.meloni	1
1996.the	2
1996/97	2
1997	72
1997.bulk	1
1997.eurotunnel	1
1997.he	1
1997.it	1
1997.ligeti	1
1997.net	1
1997.shares	1
1997.the	1
1997/98	2
1997shuttle	1
1998	30
1998.abn	1
1998.airbus	1
1998.british	1
1998.french	1
1999	12
1999.alfred	1
1999.eurotunnel	1
1999.force	1
1999.labour	2
1999.pierre	1
1999.the	1
2	17
2,000	1
2,013exceptional	1
2,168tax	1
2,443	1
2,501	1
2,506.66.germany	1
2,508.18	1
2,508.volume	1
2,509.66.frankfurt	1
2,511.24.frankfurt	2
2,511.24.germany	2
2,514.52	1
2,516.volume	1
2,517.97	1
2,527	2
2,527.volume	1
2,528.84	1
2,530.20	1
2,550	1
2,556.15	3
2,571.the	3
2,575.77.frankfurt	1
2,577.19.frankfurt	1
2,581.82	3
2,581.82.frankfurt	1
2,591.12	1
2,592	1
2,598	1
2,598.89	1
2,600	1
2,636	1
2,757	1
2,973	1
2-0	1
2-1	2
2-roland	2
2-vincent	2
2.0	2
2.05	1
2.1	2
2.13	1
2.18	2
2.2	2
2.3	15
2.33	1
2.332	1
2.375	1
2.4	5
2.5	4
2.585	1
2.59	2
2.6	4
2.66	2
2.684	1
2.7	2
2.78	1
2.8	6
2.82	5
2.89	1
2.9	1
2.96	1
2.99	1
20	54
20,000	2
20,019	1
20-22	1
20-odd	1
20-percent	1
20.600	1
20.lille	1
200	5
200-km	1
2000	7
2004	1
2005	1
2006	1
2007	3
2009	3
200th	1
201.80	1
205,655	1
207,000	1
207,417	4
20th	2
21	21
21,837note	1
21.0	1
21.3	1
21.30	1
21.5	1
21.84	1
21.9	2
212-859-1610	1
21st	1
22	7
22,272	1
22-24	1
22-25	1
22-tonne	1
22.10	1
22.80	1
220,000	1
2200	2
225-strong	1
226	1
23	8
23,488	1
23,609	1
23-day	1
23.3	3
23.6	1
23.62	2
23.8	1
23.9	1
230,753	4
236,334	1
236,989	1
24	11
24,200	1
24-hour	1
24.168	1
24.2	1
24.3	2
24.4	1
24.6	1
24.9	1
240.5	1
241,715	1
241.8	2
244	1
25	15
25.1	3
25.3	1
25.apr	3
25.apr.07	1
25.jan.09	1
25.oct.04	1
250	3
250,000	4
2583e-mail	1
258financial	1
26	15
26.1	1
26.5	4
26.6	1
26.9	1
27	10
27,500	1
27,680barley	1
27.3	1
27.4	3
27.5	1
27.57	1
27.6	4
27.9	2
27.bandler	1
2769e-mail	1
2770fax	1
278.2	1
2792	1
28	7
28,000	2
28.0foreign	1
28.4foreign	1
28.530	1
28.77-32.49	1
28.apr	1
280	3
281	1
282.60	1
285.9	2
286.4	1
286.5	1
287.5	1
287.50	1
287.8	1
289.50	1
29	7
29,320	1
29.4	1
29.8	1
290	1
290,500	1
290.0	1
3	21
3,000	2
3,070	1
3,099,759	1
3,203.07.precious	1
3,203.81.precious	2
3,205.50	2
3,215.24	1
3,276.59.precious	1
3,281.46	1
3,281.46.precious	1
3,295.93	4
3,297.40.precious	1
3,617	1
3,752	1
3,861	1
3-1/8	1
3-7/8	1
3-patrick	3
3.0	4
3.004	1
3.00operating	1
3.04	1
3.05	1
3.07	1
3.10	3
3.12	1
3.14	2
3.15	2
3.2	1
3.23	2
3.25	2
3.29	2
3.3653	1
3.3654	1
3.37	2
3.4	8
3.43	1
3.45	1
3.5	3
3.53	1
3.6	2
3.65	2
3.67	2
3.684	1
3.686	1
3.69	3
3.70	2
3.71	2
3.752	1
3.8	3
3.80	1
3.84	3
3.85	1
3.88	4
3.9	1
3.96	3
3.98	1
30	25
30,000-50,000	1
30-share	7
30-tonne	1
30.0	1
30.3	1
30.74-31.96	1
30.apr	1
30.kennet	1
30.roethlisberger	1
300	1
300,000	2
300-point	1
309	1
31	51
31,960	1
312-408-8787	1
312.2	1
316.65	1
318.1	1
318.50	1
32	10
32.01	1
32.3	1
32.4	2
32.8	1
320	1
321,000	1
322.40	1
327	4
328.9	1
33	62
33.00	2
33.55	1
33.6	1
331	24
334	1
334.1	1
336	3
338	1
338pre-tax	1
34	18
34,514teams	1
34.10	1
34.3	1
34.427	1
34.74/75	1
34.9	1
340	2
345,000	1
346.17	1
348.55	2
348.75	1
349.10	2
349.85	1
35	11
350	3
350.00	1
350.45	1
350.6	1
351.0	1
351.35	3
353	1
356	2
357,068	2
358.21	1
359.11	1
36	4
36-40	1
360	1
361	2
375	1
379.01	1
38	6
38-33	1
382	1
385.6	1
389,069	4
39	4
39.1	1
39.60	1
392	2
392-66102321	1
4	18
4,001	1
4,177	2
4,200	1
4,209.0	2
4,209.0.paris	2
4,218.9	1
4,218.9.paris	1
4,219.8	1
4,219.8.paris	1
4,228	1
4,228.0.paris	1
4,239	1
4,242	1
4,247.9.paris	1
4,248.1	1
4,600	1
4,912	1
4-5-1	1
4-joachim	2
4-martin	1
4-patrick	2
4.0	1
4.00	2
4.001	1
4.1	2
4.2	1
4.23	1
4.3	2
4.3-5.3	1
4.32	2
4.45	2
4.46	1
4.5	1
4.5consumer	1
4.60	1
4.63	1
4.65	1
4.7	1
4.74-14.99	1
4.75	1
4.87	1
4.9	1
4.93	2
40	13
40,000	4
400	4
4017	1
4040	4
407,018	1
40th	1
41	6
41,546	1
41.0	1
41.20	1
42	13
42,416	1
42.5	1
42.500	1
42.9	1
4221	65
425	1
43	5
431.0	1
4321	1
44	23
44.4total	1
44.6	2
44.6total	1
44.8	1
444,757of	1
44th	2
45	4
45,667	1
45-month	2
45.1	1
450	1
453	1
46	6
46,534	1
469,455of	1
47	6
47,627	1
47.5	1
47.6	1
472.4	1
48	3
48-year	1
48.2	1
480	1
482-1003	2
49	5
49.2	1
49.3	1
49.7	2
490	1
5	16
5,000	1
5,360	1
5,600	1
5,619	2
5-laurent	2
5-teddy	2
5.0	3
5.00	1
5.04	1
5.05	1
5.08	1
5.1	1
5.12	1
5.2	3
5.25	2
5.26	1
5.3	3
5.31	1
5.4	2
5.45	1
5.5	3
5.50	2
5.61	1
5.622	1
5.626	6
5.631	2
5.633	1
5.65	1
5.6700/20	1
5.7	3
5.78	1
5.8	1
5.95	1
5.96	1
50	13
50,000	3
50,806note	1
50-55	1
50.4	1
50.9	1
50/50	1
500	3
500,899	4
500.1	1
5000	3
5017	6
503.3	1
504	2
50th	1
51	7
51-50	1
51.54	1
51.7	1
5146	1
52	6
52,579note	1
525	1
529,044	1
53	14
53.1	2
53.1.the	1
530	1
535	1
538	1
5381	5
54	2
54,000	1
54,978	1
54.98	1
542	13
542-7706	4
5432	8
5452	39
548	1
55	13
55,323	1
55,448	1
55-year	1
55.0	1
55.1	1
55.4	2
550	1
551	1
552	1
553,861	1
554	2
5542	13
558	1
559	1
56	4
56,401	1
561	3
57	4
570	1
572	1
577	2
57th	1
58	9
58-57	1
58-percent	6
58.9	1
59	2
590	1
591	1
6	20
6,000	2
6,000efes	1
6,059	1
6,517.01	3
6,583	1
6,611.05	1
6-nicklas	2
6-youri	2
6.0	2
6.06	1
6.07	1
6.10	1
6.2	2
6.26	1
6.29	1
6.3	2
6.30	1
6.40	1
6.4140/70	1
6.50	1
6.6	1
6.7	1
6.75	2
6.8	1
6.8372/92	1
6.9	1
60	5
60,000	1
60-65	1
600	6
600,000	1
603.7	1
604.3	1
61	1
61-61	1
616	1
62	1
62-57	1
628,726	1
63	2
63.85	1
630	1
633	1
633.5	1
634,058	1
64	1
645	1
647	2
65	5
65,000	1
65,251	2
650	1
650-700	1
651	1
653	1
659.1	1
66	5
66,000	1
66-year	1
660	1
66129589	2
666	1
67	1
67,480	1
67,602	1
67.186	1
673	1
676	1
678	1
68	2
68,000	1
680.2	1
682.53	1
684	1
689	1
69	2
7	19
7,000	1
7,308	1
7,727	2
7,884	1
7,893	1
7-par	2
7.0	1
7.008	1
7.06	1
7.13	2
7.14	1
7.15	1
7.19	1
7.20	1
7.47	1
7.5	5
7.58	3
7.6250/25	1
70	4
70,000	1
70-percent	1
700	3
700,000	1
7095	1
71	2
71.9	1
710	1
72	1
72,930	1
72-percent	1
73,260	1
73,271	1
74.86	4
741	1
741,000	1
743.03	1
747	3
747-200f	1
748	1
75	1
75,000	2
75.95	1
753	2
76.1	1
7658	2
767.9	1
770,000	1
770,579	2
7706	2
7717	3
78	1
786	1
79.49	1
795	1
8	17
8,000	1
8,147	1
8,170	1
8,235	1
8,476	1
8,500.groupe	1
8,975	1
8-10	1
8-jesper	2
8-marcel	2
8.0	1
8.2	1
8.20	1
8.3	1
8.528	1
8.70	1
8.73-17.99	1
8.8	3
8.818	1
8.87	1
8.the	1
80	5
80,000	1
80-70	3
80-odd	1
80.0	1
80.91	1
800	3
800,000	1
81	11
81,147	1
810	2
814	1
82	1
82.9	1
822	1
83	1
838	1
838,548	1
84.9	1
843	2
85,813note	1
85.8	2
850	1
850th	1
8520	1
86	1
86.67	2
87	4
87-71	3
878	1
88	2
88.80	1
880.7	1
89	1
89.45	2
89.6	1
9	18
9-andreas	2
9.1	1
9.5	1
9.6	2
9.66	1
9.8	1
90	2
900	2
906	4
91	1
91,400	1
91,620	1
91.6	3
910	2
911	1
914	1
914,212	1
93	2
93.076	1
932	1
933	1
94	4
94.0	1
941	1
95	2
96	1
96,596	1
96.41	2
96.62	2
96.65	1
96.66	1
96.70.one	1
9700	1
973	1
977	1
9779	1
98.11	1
986.0	1
99.359	1
997,586	1
a-320s	1
a319	1
a320	5
a320s	1
a321	1
a321s	2
a3xx	1
aaa	2
aacc	2
ab	2
aback	1
abandon	1
abc	1
abel	1
abide	1
abidjan	1
able	6
abn	4
abrasives	1
abroad	3
absat	6
absence	3
absolutely	1
absorb	2
absorbed	1
ac	2
acceleration	2
accept	3
acceptable	1
acceptance	1
accepted	12
accepts	1
access	5
accommodation	2
accomodated	1
accord	3
accordance	2
according	10
account	7
accounted	1
accounts	5
accounts.lyonnaise	1
accumulate	1
accumulated	1
accuracy	1
accurate	1
accused	11
ace	2
aceh	1
achieve	4
achieved	4
achievement	1
achieving	3
achmea	3
acknowledged	1
acquire	12
acquired	2
acquisition	8
acquisitions	4
act	1
acted	1
action	9
actions	2
active	3
actively	3
activities	16
activities.lagardere	1
activities.operating	1
activity	3
actor	3
actors.beart	1
actress	3
actresses	1
actual	2
adams	3
adapt	1
adapted	2
add	5
added	35
added.a	2
added.analysts	1
added.apart	1
added.automobile	1
added.dijon	1
added.eramet	1
added.gec	1
added.he	2
added.if	1
added.industry	1
added.jospin	1
added.saint	1
added.sixth	1
added.staff	1
added.suez	2
added.the	2
added.this	2
adding	9
addition	1
additional	6
addressing	1
adequate	2
adjusted	2
adjustments	1
admirers.the	1
admissable	2
admitted	9
adopted	1
adp	3
adressing	1
adriatica	1
advance	1
advanced	4
advances	1
advancing	1
advantage	4
advertising	21
advice	1
advised	3
adviser	3
aeronauticas	1
aeroports	4
aerospace	8
aerospace.gec	1
aerospace.thomson	1
aerospatiale	4
afdl	1
afe	3
affairs	8
affect	3
affected	5
afford	2
afraid	2
africa	6
africa.omega	2
africa.the	2
aftermath	2
afternoon	17
afternoon.the	3
ag	10
age	1
aged	1
agefi	2
agences	1
agencies	3
agency	6
agenda	3
agent	2
agf	6
agitated	1
ago	13
ago.it	1
ago.the	1
agpm	1
agree	1
agreed	15
agreement	17
agricultural	1
agriculture	1
ahead	60
aide	4
aides	4
ailing	3
aim	3
aime	2
aimed	7
aiming	1
aims	3
air	66
airbus	7
aircraft	14
aircraft.to	1
airfield	1
airfields	1
airfreight	1
airing	1
airlift	1
airline	21
airlines	18
airlines.the	1
airport	20
airports	4
airports.the	1
airways	6
aisle	1
aisne	1
aktiengesellschaft	1
alain	13
albert	4
albertini	1
alcatel	34
alcatel.london	1
alcatel.thomson	2
alen	1
alessandro	3
alexandersson	2
alexandre	1
algeria	1
ali	1
aligned	1
alive	1
allege	1
alleged	3
allegedly	2
alleges	2
alleging	2
allen	4
allgemeine	2
alliance	6
alliances	2
allianz	10
allibert	4
allied	6
allies	2
allocate	1
allocated	1
allocates	1
allocation	2
allocations	1
alloted	3
allotments	5
allotted	3
allow	13
allowed	9
allows	3
ally	2
alongside	1
already.bordeaux	1
alsace	3
alsthom	30
alsthom.la	1
alternative	2
alternatively	1
ambassador	1
ambition	2
ambitions	1
ambroise	3
america	3
america.ceramics	1
america.intelsat	1
american	7
americas	1
amid	9
ammirati	1
amorously	1
amortisation	1
amount.axa	1
amount.on	1
amounted	2
amro	5
amsterdam	11
amt	6
analyses	1
analysis	2
analyst	14
analysts	31
anathema	1
anatoly	1
anchor	1
andalas	2
anderson	3
anderson.anderson	1
andersson	8
andre	1
angers	1
angle	1
anglo	9
anheuser	2
animal	3
animals	1
anker	2
anne	3
anniversary	3
annnounce	1
announce	3
announced	32
announcement	6
announces	1
announcing	4
annual	6
annually	1
annul	1
anonymity	1
anonymous	1
anote	1
answer	2
answers	1
anti	10
anticipated	1
anticipates	1
anticipation	2
antiviral	1
antoine	2
antonio	1
anxiously	1
anybody	1
apache	2
apart	5
appalled	3
apparent	1
apparently	3
appeal	5
appeal.courbis	1
appeal.hungary	1
appealed	1
appear	1
appearance	1
appeared	6
appearing	1
appears	3
appease	1
applied	1
apply	1
appointed	2
approach	4
approached	1
approaching	1
appropriate	2
approval	5
approve	5
approved	6
approved.fifty	1
approves	2
approximately	1
april	71
april.the	1
aqaba	1
aquitaine	2
arab	1
arabia	1
arabs	1
arbitrage	1
arbitration	2
arch	1
archives	1
ardennes	1
ardour	1
area	7
areas	2
arge	2
argentine	4
argues	2
arguing	1
ariane-4	1
ariane-5	2
arianespace	1
arithmetical	1
arm	4
armoured	2
arms	2
army	5
arnault	1
arnault.the	1
arrange	2
arrest.trouble	2
arrested	4
arrests	2
arrival	1
arrive	2
arrived	2
art	2
arthuis	10
articles	1
artists	2
asia	4
asian	1
aside	2
ask	1
asked	10
asking	2
assa	1
assembly	8
assert	1
asset	11
assets	27
assicurazioni	1
assigning	1
associated	1
associatied	1
association	17
assumed	1
assuming	2
assurance	1
assurances	2
assured	1
atalanta	3
atlanta	1
atlantic	2
atr-42	1
atr-72	1
attack	6
attack.lazio	1
attack.sunday	1
attack.vicenza	1
attacked	1
attacking	4
attacks	4
attempt	6
attempted	1
attend	1
attended	1
attending.a	1
attention	10
attract	4
attracted	4
attracts	1
attributable	32
attributed	3
aubry	1
aubry.jospin	1
auction	13
auction.after	1
audiofina.terrestrial	1
audiovisual	1
audit	1
august	2
aulnay	1
austere	1
australia	1
australian	1
austrian	1
authenticated	1
author	2
authorisation	1
authorise	1
authorised	1
authoritarian	1
authoritarianjospin	1
authorities	9
authorities.lafarge	1
authority	6
auto	6
automobiles	2
automotive	1
autonomy	1
autoroutes	1
autumn	1
auxerre	4
available	7
average	17
averaged	1
avery	4
aviation	1
avignon	1
aviv	1
avoid	6
avoidable	1
await	1
awaiting	1
award	1
awarded	6
awards	1
aware	3
away	5
away.but	1
awkward	1
axa	15
axashares	1
b	1
ba	3
baader	2
back.co	1
back.efes	1
backdrop	1
backed	5
backers	1
backing	8
bad	11
badly	4
bae146	1
baer	2
baggage	3
bail	1
bailouts.all	1
balance	2
balanced	1
balbo	1
ball	1
ban	8
band	1
bandler	1
bandwagon	1
banging	1
bank	37
bank.it	1
banker	1
banking	10
bankruptcy	1
banks	9
banned	5
banner	2
banque	17
bans	1
bar	3
barb	1
barcelona	1
barely	1
baresi	1
bargain	1
bargaining	1
barley	1
barley.officials	1
barred	2
barrel	1
barrels	1
barring	1
barrot	13
barthez	4
barthez.ironically	1
base	2
based	18
basically	5
basis	18
basket	1
basketball	2
basketballchampionship	1
basle	1
bastia	3
bastion	2
batiste	1
batistuta	1
batteries	3
battle	7
battlers	1
battling	2
baumgarten	2
bavarian	3
bbdo	1
bbdp	3
bcbg	2
bcp	1
bddp	3
beans	1
bearing	1
bearish	3
beart	2
beat	7
beaten	1
beating	3
beautiful	2
beauty	1
bebear	6
become.traders	1
beer	4
beers	1
beet	4
beets	1
befell	2
beffa	34
beffa.monod	1
began	5
beghin	5
begin	3
beginning	8
beginning.the	1
begun	1
behalf	2
behave	2
behaviour	1
belabre	1
belated	1
belfast	3
belgian	9
belgique	2
belgium	7
believe	6
believed	5
believes	2
bell	1
belong	1
belonging	2
ben	1
benarbia	1
benchmark	3
benedetti	1
benefit	1
benefited	1
benefiting	1
benefits	4
benjamin	1
benoit	1
benz	9
berda	4
beregovoy	1
berhad	2
berlin	2
bernard	6
bertrand	1
beset	1
bespectacled	1
besson	1
best	10
bestow	1
bet	3
better	16
betting	1
betweeen	1
beverage	2
bianchi	1
bid	41
bid.asked	1
bid.lagardere	1
bidders	8
bidders.hungary	1
bidding	14
bids	28
bids.the	1
bidsthere	1
bierhoff	1
big	35
bigger	2
biggest	14
bilba	2
billion	163
billion.analysts	1
billion.france	1
billion.its	1
billion.lyonnaise	1
billion.some	1
billion.the	1
billions	10
bills	1
bio	2
birthday	2
bitterly	1
bjorklund	2
black	1
blacks	2
blame	2
blamed	1
blanc	4
bland	1
blanked	3
blaze	3
blaze.but	1
blaze.eurotunnel	1
blaze.procedural	1
blaze.the	2
blazing	1
blending	1
blends	1
blew	1
bln	10
bln/1.8	1
bln/2.4	1
bln/5.4	1
bln/6.1	1
bln/6.9	1
block	7
blockades	1
blockbuster	1
blocked	2
blocking	3
blomqvist	2
blondeau	1
blondel	3
bloodletting	2
bloodshed	1
blot	1
blow	4
blows	1
blue	26
blunders	1
bmw	1
bnp	7
board	61
boards	9
bocharov	1
bod	1
boeing	6
bofors	3
bogging	1
boksic	1
bold	1
bollore	2
bologna	4
bolstered	1
bombardier	2
bomber	1
bon	2
bond	33
bonds	12
bonn	2
book	2
booking	2
books	3
books.he	1
boost	9
boosted	1
bordeaux	12
border	2
born	1
borotra	4
borrower	1
boss	3
bosses	1
boston	1
bottle	1
bottles	1
bought	6
bounce	2
bounced	1
bouncing	2
bound	1
bouquet	2
bourse	11
bourses	12
bouygues	3
bouygues.another	1
bouzet	2
box	2
boy	1
boycott	1
bp	3
braanker	1
braced	2
brackets	1
bradford	1
branch	10
brand	4
branded	1
brands	2
bratislav	1
bratislava	1
bratislava.slota	1
brazil	2
brazilian	3
breached	2
break	14
breakdown	2
breakeven	2
breaking	1
breakout	1
brest.juppe	1
brewer	1
brian	1
bribery	1
brief	1
briefing	6
briefing.for	1
briefing.he	1
brigade	2
bring	7
bringing	8
brings	1
brioche	1
britain	28
britain.even	1
britain.fellow	1
britain.saint	1
british	38
broadcasters	1
broadcasting	2
broadcasts	1
broader	3
broadest	1
broke	11
broken	1
broker	1
broker.chairman	1
brokerage	7
brokerages	1
brokers	6
brooklyn	1
brosseau	1
brother	3
brothers	5
brought	14
bruce	1
bruised	1
brusque	1
brussels	4
bubble	2
bucks	1
budapest	5
budget	6
budget.asked	1
bugging	1
build	8
build.the	1
building	4
builds	1
built	6
bulk	1
bull	3
bullion	1
bumbling	1
bund	2
bundesbank	4
bunds	1
buoyancy	1
burden	2
bureaus	1
burghardt	1
burgundy	1
burning	1
burst	1
bursting	1
busch	2
buses	1
bushel	1
bushels	2
bushmills	1
business	19
businesses	7
businessman	1
businessmen	1
busy	5
buy	12
buyer	1
buyers	3
buying	9
bwg	1
bzw	1
c-27	1
cabinet	5
cabins.more	1
cable	8
cac	5
cac-40	31
cactus.police	1
cades	5
caen	2
cafe	1
cagliari	3
cahier	1
caisse	2
calais	5
calais.eurotunnel	1
calculated	1
calculation	1
calculations	3
caledonia	4
caledonia.in	1
caledonia.koniambo	1
caledonia.the	1
caledonian	1
called	28
calling	2
calls	1
calm	2
calm.istanbul	1
calmette	1
calmly	2
cambodia.she	1
cambodian	1
came	15
camel	2
campaign	7
campaign.some	1
campaigns	1
campervans	1
camps.but	1
camus	8
can't	4
canadian	2
canal	10
canalsatellite	5
canard	1
canary	1
cancel	10
cancelled	11
candela	2
candid	1
candidacies	3
candidacy	3
candidate	11
candidate.defence	1
candidates	13
cannabis	2
cannabis.if	1
cannes	2
cantona	1
cap	3
capability	2
capacity	11
capel.it	1
capital	40
capital.others	1
capitals	2
capped	5
capping	1
captain	3
caption	1
capturing	1
car	23
caravans	1
carbuyers	1
card	2
care	3
career	1
careful	1
cargo	19
cargos	1
carlo	2
carlos	1
carmaker	1
carmakers	10
carole	1
carrez	2
carried	14
carrier	7
carriers	1
carries	2
carry	5
carrying	5
cars	9
casa	3
case	13
cases	9
cash	24
cashed	1
cashflow	3
castigated	1
castleford	1
catch	4
catching	2
catholic	1
caught	1
cause	3
caused	6
causing	1
caution	3
cautious	10
cavalli	1
cbot	1
ccf	1
ccfa	9
cdc	1
cdg	3
cdu	1
ceasefire	3
cedric	1
cegetel	6
cegetel.cegetel	1
ceiling	2
celebrate	1
celebrated	1
celebration	2
celebrations	1
celebrations.several	1
cement	3
central	11
centrally	1
centre	10
centre.it	1
centred	1
centrigrade	1
cents	4
century	8
century.pallas	1
century.the	2
cereals	3
ceremony	1
cerestar	2
ceri	1
certain	4
certainly	5
cftc	1
cgb	1
cgip	1
cgt	5
cgv	1
chain	2
chairman	69
chairman.mestrallet	1
chairmen	4
challenged	2
challenger	1
challenging	2
chamber	3
champagne	1
champetre	1
champion	1
champions	4
championship	3
championship.efes	1
chance	2
chancellor	4
chances	3
change	14
changed	5
changes	8
channel	21
channels	3
chapulut	1
charbonnages	1
charentes	1
charge	2
charged	1
charges	8
chargeurs	1
charging	3
charismatic	1
charles	5
charly	1
charter	1
chateau	1
cheapest	1
cheated	2
check	1
checks	3
cheque	1
cheuvreux	3
chicago	7
chief	5
chiesa	1
child	1
children	3
chilean	1
china	1
chip	26
chirac	20
choice	2
choose	2
choppy	1
chris	3
christian	9
christophe	1
church	1
cic	1
cie	33
cigarette	1
cigarettes	1
cincinnati	1
circulated	1
cise	1
cited	7
citibank	2
cities	7
citing	1
citiwar	1
citizens	1
citroen	16
city	10
city.interpol	1
city.shahar	1
city.the	1
civic	1
civil	3
civile	1
civilian	1
civilian.stringer	1
civilisation	1
claim	1
claimed	1
claiming	1
claims	4
clamp	1
clarify	1
clarke	3
clash	2
clashed	2
clashes	1
clashing	2
class	2
classic	3
claude	11
clause	1
clause.lyonnaise	1
clawed	1
cleaning	1
cleansing	1
clear	13
clearance	1
cleared	1
clermont	1
clf	3
client	1
climatic	1
climbed	1
climbing	1
clinical	1
clinics	1
close	32
close.the	2
close.volume	2
closed	32
closed.nerves	1
closely	3
closer	3
closes	1
closest	1
closing	6
closure	2
closure.one	1
clothing	4
clouded	1
clout	1
clowns	1
clt	1
club	8
clubs	2
clues	1
cmp	1
cnam	2
cnca	1
co.in	1
co.the	1
coach	3
coaches	4
coaches.in	1
coaching	1
coal	1
coalition	7
coast	5
coast.the	1
coca	2
code	2
cofira	1
cogema	1
coincide	1
cola	2
colaninno	1
cold	2
collaboration	1
collapse	1
